tconst	directors
tt0990935	nm0135326
tt0990935	nm0818226
tt0990935	nm1187874
tt0990935	nm0851886
tt0990935	nm0602454
tt0990935	nm0534365
tt0990935	nm0936358
tt0990935	nm0358759
tt0990935	nm0384643
tt0990935	nm0507461
tt0990935	nm0558068
tt0990935	nm0447597
tt0990935	nm0058096
tt0990935	nm1568400
tt0990935	nm1470982
tt0990935	nm0569819
tt0990935	nm0129469
tt0990935	nm0467646
tt0990935	nm0142056
tt0990935	nm0111357
tt0990935	nm0404014
tt10275908	nm3796230
tt10275908	nm0651915
tt10275908	nm3791236
tt10275908	nm3790917
tt10283858	nm0651915
tt10306302	nm0651915
tt10524910	nm0651915
tt1077047	nm2843406
tt1077047	nm1066065
tt1077047	nm0840573
tt1077047	nm0367915
tt1077047	nm0297846
tt1077047	nm2731893
tt1077047	nm0436770
tt1077047	nm0475879
tt1077047	nm0605450
tt1077047	nm0840671
tt1157603	nm0936851
tt1245421	nm0942941
tt1245421	nm0492974
tt1245421	nm0104172
tt1245421	nm0602454
tt1245421	nm0605925
tt1245421	nm0178159
tt1245421	nm0262801
tt1245421	nm0610303
tt1245421	nm0136581
tt1245421	nm0889571
tt1245421	nm3838079
tt1245421	nm0192188
tt1245421	nm0398275
tt1245421	nm0580016
tt1245421	nm0588877
tt1245421	nm0058837
tt1245421	nm0071713
tt1245421	nm0263608
tt1245421	nm0291125
tt1245421	nm0414469
tt1245421	nm0707597
tt1245421	nm5154925
tt1245421	nm0412849
tt1314953	nm0142056
tt1314953	nm0936358
tt1314953	nm0930299
tt1314953	nm0767697
tt1314953	nm0602454
tt1314953	nm0569825
tt1314953	nm0498780
tt1314953	nm0404014
tt1314953	nm0386482
tt1314953	nm0371157
tt1314953	nm0241017
tt1314953	nm0223265
tt1314953	nm0129469
tt1314953	nm0656108
tt1314953	nm0610303
tt1314953	nm0414469
tt1314953	nm0264239
tt1314953	nm0254559
tt1314953	nm0111357
tt1314953	nm1438845
tt1314953	nm0283706
tt1314953	nm0177356
tt1314953	nm0418986
tt1314953	nm0280364
tt1314953	nm0135326
tt1323588	nm0552957
tt1323588	nm0765856
tt1323588	nm0366443
tt1323588	nm0725880
tt1323588	nm0115100
tt1323588	nm0129469
tt1323588	nm0353592
tt1342999	nm0334273
tt1342999	nm0203786
tt1342999	nm0191592
tt1342999	nm0322560
tt1384817	nm0316830
tt1384817	nm0765856
tt1384817	nm3839313
tt1384817	nm0942092
tt1384817	nm2766936
tt1384817	nm0121169
tt1384817	nm0121584
tt1384817	nm0203712
tt1384817	nm0264239
tt1384817	nm0331290
tt1384817	nm0361395
tt1384817	nm0751373
tt1384817	nm0108707
tt1384817	nm0602454
tt1384817	nm0621469
tt1384817	nm0779670
tt1415092	nm0425593
tt1415092	nm0431586
tt1415092	nm0693376
tt1415092	nm3422710
tt1415092	nm0455026
tt1415092	nm0831968
tt1415092	nm0773780
tt1415092	nm0000019
tt1415092	nm0325588
tt1415092	nm0001345
tt1415092	nm0731867
tt1415092	nm0292399
tt1415092	nm0301422
tt1415092	nm0875744
tt1415092	nm0558068
tt1415092	nm0684719
tt1415092	nm0420949
tt1415092	nm0895857
tt1415092	nm0162414
tt1415092	nm0293211
tt1601979	nm0936358
tt1601979	nm0164639
tt1601979	nm0923613
tt1601979	nm0135326
tt1601979	nm0316830
tt1601979	nm0272742
tt1646046	nm0112956
tt1646046	nm0238245
tt1646046	nm1568315
tt1646046	nm0707597
tt1646046	nm1568400
tt1685416	nm0185699
tt1685416	nm0805444
tt1685416	nm0148115
tt1685416	nm0574762
tt1711895	nm0488108
tt1711895	nm0588664
tt1711895	nm2381119
tt1711895	nm0593978
tt1711895	nm0454437
tt1711895	nm2151567
tt1711895	nm0942081
tt1711895	nm0000958
tt1711895	nm4128842
tt1711895	nm0171032
tt1711895	nm0001692
tt1845727	nm0450122
tt1845727	nm0913123
tt2199914	nm0755963
tt2199914	nm0935636
tt2199914	nm0091575
tt2199914	nm0545273
tt4280482	nm0142056
tt4280482	nm0414469
tt4280482	nm0121169
tt4280482	nm0111357
tt4280482	nm0223265
tt4280482	nm0165704
tt4280482	nm0264508
tt4280486	nm0254559
tt4280486	nm0121169
tt4280486	nm0498780
tt4280486	nm0142056
tt4383620	nm7074519
