tconst	directors
tt0060028	nm0765121
tt0060028	nm0817081
tt0060028	nm0321143
tt0060028	nm0568228
tt0060028	nm0627950
tt0060028	nm0641400
tt0060028	nm0259589
tt0060028	nm0464506
tt0060028	nm0494903
tt0060028	nm0625383
tt0060028	nm0325476
tt0060028	nm0448946
tt0060031	nm0602454
tt0060100	nm0272742
tt0060119	nm0070836
tt0060121	nm0002045
tt0060166	nm0241017
tt0060180	nm0534365
tt0060202	nm0129469
tt0060208	nm0732306
tt0060211	nm0135326
tt0060217	nm0906859
tt0060235	nm0418986
tt0060255	nm0404014
tt0060257	nm0579711
tt0060282	nm0467646
tt0060284	nm0108707
tt0060292	nm0177356
tt0060322	nm0936358
tt0060331	nm0001692
tt0060365	nm0404014
tt0060367	nm0203712
tt0060370	nm0283706
tt0060384	nm0091575
tt0060387	nm0765856
tt0060394	nm0177356
tt0060403	nm0936358
tt0060412	nm0371601
tt0060419	nm0316830
tt0060425	nm0353592
tt0060428	nm0241017
tt0060460	nm0371601
tt0060463	nm0850895
tt0060470	nm0142056
tt0060493	nm0875982
tt0060506	nm0386482
tt0060556	nm0729626
tt0060567	nm0135326
tt0060634	nm0534365
tt0060643	nm0767697
tt0060644	nm0404014
tt0060656	nm0460957
tt0060657	nm0371601
tt0060663	nm0241017
tt0060682	nm0585615
tt0060715	nm0641400
tt0060727	nm0108707
tt0060772	nm0756803
tt0060781	nm0316830
tt0060827	nm0000005
tt0060844	nm0131769
tt0060875	nm0170934
tt0060876	nm0331290
tt0060981	nm0418986
tt0060996	nm0418986
tt0061025	nm0738056
tt0061027	nm0326360
tt0061048	nm0371157
tt0061063	nm0241017
tt0061100	nm0534365
tt0061104	nm0317042
tt0061110	nm0936358
tt0061129	nm0177356
tt0061143	nm0936851
tt0061145	nm0725880
tt0061171	nm0626611
tt0061172	nm0193168
tt0061178	nm0203712
tt0061184	nm0001566
tt0061185	nm0272742
tt0061187	nm0621469
tt0061231	nm0739987
tt0061312	nm0738056
tt0061327	nm0818226
tt0061348	nm0738056
tt0061361	nm0316830
tt0061392	nm0552957
tt0061413	nm0756803
tt0061422	nm0865709
tt0061425	nm0115100
tt0061430	nm0142056
tt0061466	nm0765856
tt0061527	nm0353592
tt0061533	nm0129469
tt0061544	nm0316830
tt0061552	nm0001692
tt0061554	nm0772259
tt0061554	nm0404014
tt0061564	nm0404014
tt0061639	nm0108707
tt0061642	nm0129469
tt0061644	nm0358759
tt0061666	nm0142056
tt0061713	nm0404014
tt0061721	nm0602454
tt0061760	nm0371157
tt0061813	nm0936358
tt0061825	nm0725880
tt0061871	nm0574762
tt0061901	nm0028628
tt0061915	nm0177356
tt0061921	nm0943921
tt0061940	nm0047688
tt0061965	nm0272742
tt0061967	nm0203712
tt0061991	nm0574762
tt0062066	nm0534365
tt0062072	nm0028628
tt0062074	nm0108707
tt0062081	nm0170934
tt0062095	nm0656108
tt0062134	nm0121169
tt0062158	nm0533334
tt0062170	nm0177356
tt0062172	nm0241017
tt0062176	nm0331290
tt0062214	nm0177356
tt0062280	nm0602454
tt0062303	nm0534365
tt0062344	nm0322560
tt0062348	nm0316830
tt0062406	nm2531096
tt0062423	nm0936851
tt0062469	nm0366443
tt0062471	nm0331290
tt0062476	nm0331290
tt0062495	nm0552957
tt0062568	nm0920862
tt0062568	nm0417054
tt0062568	nm0125111
tt0062568	nm0295053
tt0062568	nm0266144
tt0062568	nm0861679
tt0062568	nm0469957
tt0062568	nm0036400
tt0062568	nm0568535
tt0062568	nm0790395
tt0062568	nm0770474
tt0062568	nm0641400
tt0062568	nm0790281
tt0062568	nm0625383
tt0062568	nm0239291
tt0062568	nm0822570
tt0062568	nm0601293
tt0062568	nm0718467
tt0062568	nm0321143
tt0062568	nm0070807
tt0062568	nm0918659
tt0062568	nm0827854
tt0062568	nm0337805
tt0062568	nm0085457
tt0062568	nm0389473
tt0062568	nm0082676
tt0062568	nm0481775
tt0062568	nm0046172
tt0062568	nm0458033
tt0062568	nm0364749
tt0062568	nm0200022
tt0062568	nm0520437
tt0062568	nm0232702
tt0062568	nm0679013
tt0062568	nm0202297
tt0062568	nm0229697
tt0062568	nm0080867
tt0062568	nm0842093
tt0062568	nm0518719
tt0062568	nm0684719
tt0062568	nm0381638
tt0062568	nm0248559
tt0062568	nm0730265
tt0062568	nm0001904
tt0062568	nm0170225
tt0062568	nm0671984
tt0062568	nm0595229
tt0062568	nm0935636
tt0062568	nm0627950
tt0062568	nm0610303
tt0062568	nm0325476
tt0062568	nm0926146
tt0062568	nm0128434
tt0062568	nm0304681
tt0062568	nm0494885
tt0062568	nm0766191
tt0062568	nm0738180
tt0062568	nm0561879
tt0062568	nm0002155
tt0062568	nm0541900
tt0062568	nm0186305
tt0062568	nm0494903
tt0062568	nm0159007
tt0062568	nm0506589
tt0062568	nm0386619
tt0062568	nm0607301
tt0062568	nm0042500
tt0062578	nm0432846
tt0062578	nm0553077
tt0062578	nm0428195
tt0062578	nm0364749
tt0062578	nm0000740
tt0062599	nm0000265
tt0062599	nm0091575
tt0062599	nm0232527
tt0062599	nm0425593
tt0062599	nm0548965
tt0062599	nm0910737
tt0062599	nm0920862
tt0062599	nm0005570
tt0062599	nm0764781
tt0062603	nm0366443
tt0062622	nm0000040
tt0062672	nm0923613
tt0062717	nm0365013
tt0062720	nm0049052
tt0062735	nm0552957
tt0062750	nm0447383
tt0062756	nm0232527
tt0062791	nm0371157
tt0062795	nm0057959
tt0062811	nm0035840
tt0062835	nm1558501
tt0062843	nm0129469
tt0062845	nm0534365
tt0062854	nm0651915
tt0062910	nm0936358
tt0062954	nm0732306
tt0062956	nm0142056
tt0062999	nm1558501
tt0063046	nm0920862
tt0063047	nm0331290
tt0063078	nm0316830
tt0063100	nm0285998
tt0063150	nm0923613
tt0063187	nm0552957
tt0063209	nm0283706
tt0063227	nm0367431
tt0063235	nm1558501
tt0063264	nm0108707
tt0063266	nm0534365
tt0063284	nm0395379
tt0063298	nm0447383
tt0063302	nm0585615
tt0063327	nm0334273
tt0063343	nm0142056
tt0063349	nm0331290
tt0063355	nm0751373
tt0063367	nm0358759
tt0063377	nm0626611
tt0063381	nm0588664
tt0063438	nm0317042
tt0063442	nm0769874
tt0063449	nm0533334
tt0063455	nm0281865
tt0063457	nm0353592
tt0063460	nm0086556
tt0063481	nm0626611
tt0063566	nm0738056
tt0063590	nm0203712
tt0063628	nm0001692
tt0063637	nm0404014
tt0063639	nm0404014
tt0063641	nm0738056
tt0063645	nm0191592
tt0063659	nm0386482
tt0063676	nm0170934
tt0063686	nm0173213
tt0063702	nm0135326
tt0063706	nm0404014
tt0063743	nm0936851
tt0063749	nm0240154
tt0063795	nm0936358
tt0063815	nm0135326
tt0063817	nm0533334
tt0063875	nm0206560
tt0063875	nm0293197
tt0063875	nm0037322
tt0063875	nm0241174
tt0063875	nm0425593
tt0063927	nm0232527
tt0063927	nm0459170
tt0063927	nm0259589
tt0063927	nm0202297
tt0063927	nm0568228
tt0063927	nm0070807
tt0063927	nm0491852
tt0063927	nm0266144
tt0063927	nm0494885
tt0063927	nm0448482
tt0063927	nm0562251
tt0063927	nm0595537
tt0063927	nm0450314
tt0063927	nm0448946
tt0063927	nm0018354
tt0063927	nm0232702
tt0063927	nm0000229
tt0063927	nm0500837
tt0063927	nm0671984
tt0063927	nm0844358
tt0063927	nm0607612
tt0063927	nm0006926
tt0063927	nm0068691
tt0063927	nm0249053
tt0063927	nm0723629
tt0063927	nm0518719
tt0063927	nm0718467
tt0063927	nm0677951
tt0063927	nm0159711
tt0063927	nm0495209
tt0063927	nm0200022
tt0063927	nm0172642
tt0063927	nm0170225
tt0063927	nm0568535
tt0063927	nm0678928
tt0063927	nm0038906
tt0063928	nm0068691
tt0063928	nm0792605
tt0063928	nm0822570
tt0063928	nm0128434
tt0063928	nm0325476
tt0063928	nm0239291
tt0063928	nm0677951
tt0063928	nm0366314
tt0063928	nm0070807
tt0063928	nm0678928
tt0063928	nm0911350
tt0063928	nm0680097
tt0063928	nm0001888
tt0063928	nm0641400
tt0063928	nm0671984
tt0063928	nm0263496
tt0063928	nm0304681
tt0063928	nm0334353
tt0063928	nm0562388
tt0063928	nm0566671
tt0063928	nm0755963
tt0063928	nm0568535
tt0063928	nm0295550
tt0063928	nm0356396
tt0063955	nm0334353
tt0063955	nm0443170
tt0063955	nm0001904
tt0063955	nm0295550
tt0063955	nm0562251
tt0063955	nm0125111
tt0063955	nm0031398
tt0063955	nm0591142
tt0063955	nm0869427
tt0063955	nm0159007
tt0063955	nm0641400
tt0063955	nm0822570
tt0063955	nm0784198
tt0063955	nm0852676
tt0063955	nm0068691
tt0064058	nm0291125
tt0064077	nm0272742
tt0064090	nm0923613
tt0064097	nm0108707
tt0064116	nm0001466
tt0064138	nm0404014
tt0064163	nm0108707
tt0064173	nm0371601
tt0064174	nm0553077
tt0064184	nm0142056
tt0064187	nm0148115
tt0064214	nm0425593
tt0064289	nm0316830
tt0064292	nm0913123
tt0064304	nm0776598
tt0064309	nm0331290
tt0064314	nm0738056
tt0064325	nm0738056
tt0064342	nm0240154
tt0064361	nm0366443
tt0064367	nm0339543
tt0064404	nm0588877
tt0064412	nm0240172
tt0064444	nm0371157
tt0064468	nm0142056
tt0064475	nm0765121
tt0064502	nm0272742
tt0064525	nm0108707
tt0064584	nm0602454
tt0064600	nm0035840
tt0064636	nm0723629
tt0064648	nm0171619
tt0064657	nm0936358
tt0064678	nm0651915
tt0064692	nm0534365
tt0064700	nm0923613
tt0064705	nm0829038
tt0064725	nm0755963
tt0064725	nm0790395
tt0064725	nm0000229
tt0064830	nm0049052
tt0064901	nm0366443
tt0064903	nm0108707
tt0064922	nm0756803
tt0064942	nm0135326
tt0064998	nm0875744
tt0065014	nm7074519
tt0065015	nm0420949
tt0065017	nm0203712
tt0065056	nm0806449
tt0065066	nm0610303
tt0065068	nm0420949
tt0065074	nm0872274
tt0065087	nm0334353
tt0065098	nm0582146
tt0065115	nm0610303
tt0065141	nm0755963
tt0065158	nm0936851
tt0065190	nm0923613
tt0065232	nm0366314
tt0065303	nm0128434
tt0065303	nm0916977
tt0065303	nm0056191
tt0065303	nm0765121
tt0065303	nm0568228
tt0065303	nm0554169
tt0065303	nm0601293
tt0065303	nm0739987
tt0065303	nm0918659
tt0065303	nm0001888
tt0065317	nm0450314
tt0065317	nm0562251
tt0065317	nm0031398
tt0065317	nm0841416
tt0065317	nm0382227
tt0065317	nm0806915
tt0065317	nm0790395
tt0065317	nm0766191
tt0065317	nm0170225
tt0065317	nm0171619
tt0065317	nm0545273
tt0065317	nm0755963
tt0065317	nm0000791
tt0065317	nm0002195
tt0065317	nm0266144
tt0065317	nm0206560
tt0065317	nm0417054
tt0065317	nm0506215
tt0065317	nm0661577
tt0065317	nm0232527
tt0065317	nm0827854
tt0065317	nm0915840
tt0065317	nm0085457
tt0065317	nm0228853
tt0065327	nm0002155
tt0065327	nm0844358
tt0065327	nm0232527
tt0065327	nm0278240
tt0065327	nm0000559
tt0065327	nm0784198
tt0065327	nm0852279
tt0065327	nm0790395
tt0065327	nm0004330
tt0065327	nm0302027
tt0065327	nm0355032
tt0065327	nm0293197
tt0065327	nm0443934
tt0065327	nm0233864
tt0065327	nm0382227
tt0065327	nm0282291
tt0065327	nm0506215
tt0065327	nm0000229
tt0065327	nm0524188
tt0065327	nm0040014
tt0065327	nm0481963
tt0065327	nm0627950
tt0065327	nm0179786
tt0065327	nm0000824
tt0065327	nm0070807
tt0065327	nm0755963
tt0065327	nm0241174
tt0065327	nm0356396
tt0065327	nm0718467
tt0065357	nm0852676
tt0065357	nm0627950
tt0065357	nm0366314
tt0065381	nm0506215
tt0065382	nm0805444
tt0065404	nm0203712
tt0065426	nm0001565
tt0065461	nm0134456
tt0065487	nm0128434
tt0065540	nm0185699
tt0065559	nm0035840
tt0065608	nm0001692
tt0065609	nm0203786
tt0065645	nm0272742
tt0065682	nm0148115
tt0065689	nm0108707
tt0065697	nm0431586
tt0065725	nm0331290
tt0065728	nm0923613
tt0065741	nm0738056
tt0065745	nm0738056
tt0065811	nm3466425
tt0065822	nm0602454
tt0065849	nm0322560
tt0065860	nm0574762
tt0065864	nm0875744
tt0065902	nm0923613
tt0065910	nm0894583
tt0065937	nm0185699
tt0065941	nm0334273
tt0065971	nm0602454
tt0065972	nm0272742
tt0065982	nm0108707
tt0066000	nm0765121
tt0066003	nm0805444
tt0066028	nm0331290
tt0066084	nm0840671
tt0066180	nm0148115
tt0066235	nm0382227
tt0066254	nm0241174
tt0066257	nm0738056
tt0066278	nm1209069
tt0066280	nm0533334
tt0066281	nm0767697
tt0066293	nm0371157
tt0066625	nm0370749
tt0066625	nm0801883
tt0066625	nm0000791
tt0066625	nm0790395
tt0066625	nm0070807
tt0066625	nm0482881
tt0066625	nm0506215
tt0066625	nm0071999
tt0066625	nm0179786
tt0066625	nm0170225
tt0066625	nm0266144
tt0066625	nm0382227
tt0066625	nm0450314
tt0066625	nm0554169
tt0066625	nm0562251
tt0066625	nm0792605
tt0066625	nm0844358
tt0066625	nm0002155
tt0066625	nm0054374
tt0066625	nm0082676
tt0066625	nm0241458
tt0066625	nm0272214
tt0066625	nm0933105
tt0066631	nm0610303
tt0066631	nm0367405
tt0066631	nm0001149
tt0066631	nm0869427
tt0066631	nm0534613
tt0066631	nm0382227
tt0066631	nm0458033
tt0066631	nm0325476
tt0066631	nm0909098
tt0066631	nm0159007
tt0066681	nm0844358
tt0066681	nm0568228
tt0066681	nm2483000
tt0066681	nm0239291
tt0066681	nm0723629
tt0066681	nm0469957
tt0066681	nm0554169
tt0066681	nm0801883
tt0066681	nm0370749
tt0066681	nm0624809
tt0066681	nm0680097
tt0066681	nm0852676
tt0066681	nm0765121
tt0066681	nm0791027
tt0066705	nm0241174
tt0066705	nm0000229
tt0066705	nm0179786
tt0066705	nm0293197
tt0066705	nm0829343
tt0066921	nm0000040
tt0068646	nm0000338
tt0068767	nm0516344
tt0068935	nm0000045
tt0069946	nm0001566
tt0070034	nm0167195
tt0070723	nm0281507
tt0070849	nm0000934
tt0071129	nm0000019
tt0071877	nm0001486
tt0072308	nm0347086
tt0072562	nm0832731
tt0072562	nm0001129
tt0072562	nm0952873
tt0072562	nm0431918
tt0072562	nm2864367
tt0072562	nm1707611
tt0072562	nm0001385
tt0072562	nm2615706
tt0072562	nm0917503
tt0072562	nm0406687
tt0072562	nm0814903
tt0072562	nm0004791
tt0072562	nm0744595
tt0072562	nm5089719
tt0072562	nm0213100
tt0072562	nm0183196
tt0072562	nm0001302
tt0072562	nm0581847
tt0072562	nm1564890
tt0072562	nm5308463
tt0072562	nm3673580
tt0072562	nm2678917
tt0072562	nm0567126
tt0072562	nm2868136
tt0072562	nm2917795
tt0072562	nm0001774
tt0072562	nm0780643
tt0072562	nm1020306
tt0072562	nm0570912
tt0072562	nm0924603
tt0072562	nm1906042
tt0072562	nm0541500
tt0072562	nm0557138
tt0072562	nm0450095
tt0072562	nm1019498
tt0072562	nm2212504
tt0072562	nm2021516
tt0072562	nm0938471
tt0072562	nm0580468
tt0072562	nm1307557
tt0072562	nm1730037
tt0072562	nm2947300
tt0072562	nm0718646
tt0072562	nm3045042
tt0072562	nm0000265
tt0072562	nm0755184
tt0072562	nm0805754
tt0072562	nm0000876
tt0072562	nm0295271
tt0072562	nm1046720
tt0072562	nm0288053
tt0072562	nm1286058
tt0072562	nm0674635
tt0072562	nm0587043
tt0072562	nm0459170
tt0072562	nm0501995
tt0072562	nm1231253
tt0072562	nm0471233
tt0072562	nm0000200
tt0072562	nm3936056
tt0072562	nm1656967
tt0072562	nm0771680
tt0072562	nm5050824
tt0072562	nm3565755
tt0072562	nm1908659
tt0072562	nm0931906
tt0072562	nm2948714
tt0072562	nm0291012
tt0072562	nm0806912
tt0072562	nm0437662
tt0072562	nm0002704
tt0072562	nm0003358
tt0072562	nm1672246
tt0072562	nm1527087
tt0072562	nm0626452
tt0072562	nm1738715
tt0072562	nm7531112
tt0072562	nm7917179
tt0072562	nm0000976
tt0072562	nm0918660
tt0072562	nm1658104
tt0072562	nm0648780
tt0072562	nm0589106
tt0072562	nm2584269
tt0072562	nm1444412
tt0072562	nm0912238
tt0072562	nm7245237
tt0072562	nm2802539
tt0072562	nm1676223
tt0072562	nm1276794
tt0072562	nm0106563
tt0072562	nm0797526
tt0072562	nm0565063
tt0072562	nm0203789
tt0072562	nm0000759
tt0072562	nm7679151
tt0072562	nm0454660
tt0072562	nm3046142
tt0072562	nm1637787
tt0072562	nm0933259
tt0072562	nm2034496
tt0072562	nm1146489
tt0072562	nm0316139
tt0072562	nm0101521
tt0072562	nm0570947
tt0072562	nm0387605
tt0072562	nm0494889
tt0072562	nm0000209
tt0072684	nm0000040
tt0074802	nm0425593
tt0074958	nm0001486
tt0076085	nm0778633
tt0076759	nm0000184
tt0077269	nm0769874
tt0077594	nm0167195
tt0077594	nm0000045
tt0077800	nm0546672
tt0077975	nm0000484
tt0078723	nm0000229
tt0078788	nm0000338
tt0080388	nm0001501
tt0080455	nm0000484
tt0080979	nm0000041
tt0082031	nm0330619
tt0082846	nm0041932
tt0083922	nm0000005
tt0085101	nm0241174
tt0087803	nm0705535
tt0089881	nm0000041
tt0091763	nm0000231
tt0096320	nm0718645
tt0100802	nm0000682
tt0102122	nm0676248
tt0110138	nm0676248
tt0117057	nm0000659
tt0117631	nm0382956
tt0117731	nm0000408
tt0119488	nm0000436
tt0120338	nm0000116
tt0120647	nm0001460
tt0120663	nm0000040
tt0120746	nm0132709
tt0161126	nm0447383
tt0161126	nm0873541
tt0161126	nm0323795
tt0161126	nm0309851
tt0161126	nm0358759
tt0161126	nm0272742
tt0161126	nm0625818
tt0161126	nm0241017
tt0161126	nm1067857
tt0161126	nm0923404
tt0161126	nm0889571
tt0161126	nm0732045
tt0161126	nm0353592
tt0161126	nm0238245
tt0161126	nm0170934
tt0161126	nm0204473
tt0161126	nm0165107
tt0161126	nm0707597
tt0161126	nm1714246
tt0161126	nm0693339
tt0161126	nm0338719
tt0161126	nm0460957
tt0161126	nm0047688
tt0161126	nm0247023
tt0161126	nm0528790
tt0161126	nm0490117
tt0161126	nm0590080
tt0161126	nm0650240
tt0161126	nm0495361
tt0161126	nm0610303
tt0161126	nm0602454
tt0161126	nm0023626
tt0161126	nm0492974
tt0161126	nm0641007
tt0161126	nm0177356
tt0161126	nm0658816
tt0161126	nm0888505
tt0161126	nm0467646
tt0161126	nm0894583
tt0161126	nm0418986
tt0161126	nm0767697
tt0161126	nm5792928
tt0161126	nm0107960
tt0161126	nm0384643
tt0161126	nm0590588
tt0161126	nm0727211
tt0161126	nm0114436
tt0161126	nm0692872
tt0161126	nm0025504
tt0161126	nm0172029
tt0161126	nm0354942
tt0161126	nm0863254
tt0161126	nm0936358
tt0161126	nm0021975
tt0161126	nm0100073
tt0161126	nm0365013
tt0161126	nm0642517
tt0161126	nm0588877
tt0161126	nm0765856
tt0161126	nm0438250
tt0161126	nm0903931
tt0161126	nm0071713
tt0161126	nm0131769
tt0161126	nm0203712
tt0161126	nm0595610
tt0161126	nm0717229
tt0161126	nm0262801
tt0161126	nm0951731
tt0165592	nm0650240
tt0165592	nm0204209
tt0165592	nm0164639
tt0165592	nm0533334
tt0165592	nm0767697
tt0165592	nm0923613
tt0165592	nm0662091
tt0165592	nm0534365
tt0165592	nm0512327
tt0165592	nm0001565
tt0165592	nm0000776
tt0165592	nm0005139
tt0165592	nm0738218
tt0165592	nm0461158
tt0165592	nm0272742
tt0165592	nm0331290
tt0165592	nm0600503
tt0165592	nm0035840
tt0165592	nm0420131
tt0165592	nm0204879
tt0165592	nm0264236
tt0165592	nm0108707
tt0165592	nm0177356
tt0165592	nm2207622
tt0165592	nm0093322
tt0165592	nm0801111
tt0165592	nm0719886
tt0165592	nm0154038
tt0165592	nm0115513
tt0165592	nm0094504
tt0165592	nm0027413
tt0165592	nm0836430
tt0165592	nm0934070
tt0165592	nm0203712
tt0165592	nm0799682
tt0165592	nm0353592
tt0165592	nm1649005
tt0165592	nm0384386
tt0165592	nm0148115
tt0165592	nm0569819
tt0165592	nm0193787
tt0165592	nm0080943
tt0165592	nm0322560
tt0165592	nm0072025
tt0165592	nm0371601
tt0165592	nm0516360
tt0165592	nm0324995
tt0165592	nm0936358
tt0165592	nm0061385
tt0165592	nm0086295
tt0165592	nm0323795
tt0165592	nm0295543
tt0165592	nm0326020
tt0165592	nm0185020
tt0165592	nm0153197
tt0165592	nm0732905
tt0165592	nm0639610
tt0165592	nm0875744
tt0165592	nm0001241
tt0165592	nm0423646
tt0165592	nm0492722
tt0165592	nm0412339
tt0165592	nm0186551
tt0165592	nm0086556
tt0165592	nm0852019
tt0165592	nm0431586
tt0165592	nm0781477
tt0165592	nm0602454
tt0165592	nm0621469
tt0165592	nm2235892
tt0165592	nm0342487
tt0165592	nm0285302
tt0165592	nm0240439
tt0165592	nm0131769
tt0165592	nm0467646
tt0165592	nm0587669
tt0165592	nm0047688
tt0165592	nm0262801
tt0165592	nm0728651
tt0165592	nm0578757
tt0165592	nm0829259
tt0165592	nm0518644
tt0165592	nm0397986
tt0165592	nm0201438
tt0165592	nm0416819
tt0165592	nm0713725
tt0165592	nm0386324
tt0165592	nm0118778
tt0165592	nm0191821
tt0165592	nm0051471
tt0165592	nm0030365
tt0165592	nm0121169
tt0165592	nm0334273
tt0165592	nm0234462
tt0165592	nm0267862
tt0165592	nm0085351
tt0165592	nm0002376
tt0165592	nm0859970
tt0165592	nm0001270
tt0165592	nm1635725
tt0165592	nm0404014
tt0165592	nm0732306
tt0165592	nm0936451
tt0165592	nm0006640
tt0165592	nm0654048
tt0165592	nm1722082
tt0165592	nm0287821
tt0165592	nm0191592
tt0165592	nm0741331
tt0165592	nm0316830
tt0165592	nm2259325
tt0165592	nm0164645
tt0165592	nm0810200
tt0165592	nm0000750
tt0165592	nm0656108
tt0165592	nm0540543
tt0165592	nm0318717
tt0165592	nm0307683
tt0165592	nm0204471
tt0165592	nm0233864
tt0165592	nm2155406
tt0165592	nm2186852
tt0165592	nm0071713
tt0165592	nm0000755
tt0165592	nm0717154
tt0165592	nm0369053
tt0165592	nm0371157
tt0165592	nm0223265
tt0165592	nm0339543
tt0165593	nm0582146
tt0165593	nm0142056
tt0165593	nm0331290
tt0165593	nm0170934
tt0165593	nm0404014
tt0165593	nm0177356
tt0165593	nm0574762
tt0165593	nm0371601
tt0165593	nm0108707
tt0165593	nm0534365
tt0165593	nm0805444
tt0165593	nm0148115
tt0165593	nm0318448
tt0165593	nm0936358
tt0165593	nm0602454
tt0165593	nm1187874
tt0165593	nm0656108
tt0165593	nm0707597
tt0165593	nm0164639
tt0165593	nm0512327
tt0165593	nm0353592
tt0165593	nm0923613
tt0165593	nm0201438
tt0165593	nm0650240
tt0165593	nm0135326
tt0165593	nm0203712
tt0165593	nm0579711
tt0165593	nm0240154
tt0165593	nm0254559
tt0165593	nm0240172
tt0165593	nm0316830
tt0165593	nm0035840
tt0165593	nm0121169
tt0165593	nm0588664
tt0165593	nm0322560
tt0165593	nm0934070
tt0165593	nm0397986
tt0165593	nm0427880
tt0165593	nm3466425
tt0165593	nm0324995
tt0165593	nm0461158
tt0165593	nm0767697
tt0168387	nm0173213
tt0168387	nm0237927
tt0190181	nm0492974
tt0190181	nm0355051
tt0190181	nm0418986
tt0190181	nm0625818
tt0190181	nm0281865
tt0190181	nm0321700
tt0190181	nm0365789
tt0190181	nm0898370
tt0190181	nm0626611
tt0190181	nm0786607
tt0190181	nm0110133
tt0190181	nm0204144
tt0190181	nm0365013
tt0190181	nm0240439
tt0190181	nm0108707
tt0190181	nm0876440
tt0190181	nm0177356
tt0190181	nm0460957
tt0190181	nm0528790
tt0190181	nm0873541
tt0190181	nm0232795
tt0190181	nm0605925
tt0190181	nm0936358
tt0190181	nm0247050
tt0190181	nm0610303
tt0190181	nm0238245
tt0190181	nm0370868
tt0190181	nm0021975
tt0190181	nm0890086
tt0200358	nm1070944
tt0200358	nm2594201
tt0200358	nm0692714
tt0200358	nm2151567
tt0200358	nm0350446
tt0200358	nm1271047
tt0200358	nm0370831
tt0200358	nm0152589
tt0200358	nm11844246
tt0200358	nm0714882
tt0200358	nm0999504
tt0200358	nm1449975
tt0200358	nm0623798
tt0200358	nm1824597
tt0200358	nm0647085
tt0200358	nm2150132
tt0200358	nm0774570
tt0200358	nm0691078
tt0200358	nm0324995
tt0200358	nm0372780
tt0200358	nm0277439
tt0200358	nm0635455
tt0200358	nm0452319
tt0200358	nm4365185
tt0200358	nm1309093
tt0200358	nm0860034
tt0200358	nm0682061
tt0200358	nm6995711
tt0200358	nm0262952
tt0200358	nm0003837
tt0200358	nm0310520
tt0200358	nm0576283
tt0200358	nm0832087
tt0200358	nm0201438
tt0200358	nm1204143
tt0200358	nm0001692
tt0200358	nm0744437
tt0200358	nm7541920
tt0200358	nm0413921
tt0200358	nm0396504
tt0200358	nm2363137
tt0200358	nm0047230
tt0200358	nm5314346
tt0200358	nm0522780
tt0200358	nm0678489
tt0200358	nm0152462
tt0200358	nm0734906
tt0200358	nm0247123
tt0200358	nm0841696
tt0200358	nm0658482
tt0200358	nm1021548
tt0200358	nm2528860
tt0200358	nm0536632
tt0200358	nm0259847
tt0200358	nm0546458
tt0200358	nm0369219
tt0200358	nm1784074
tt0200358	nm0072432
tt0200358	nm0320736
tt0200358	nm0712577
tt0200358	nm1097104
tt0200358	nm0035761
tt0200358	nm0498756
tt0200358	nm2842815
tt0200358	nm0574203
tt0200358	nm0452298
tt0200358	nm2388393
tt0200358	nm0147017
tt0200358	nm5505806
tt0200358	nm2813885
tt0200358	nm0875793
tt0200358	nm0427880
tt0200358	nm1589649
tt0200358	nm0549658
tt0200358	nm0247787
tt0200358	nm0694341
tt0200358	nm4536741
tt0200358	nm0769156
tt0200358	nm0947496
tt0200358	nm0333637
tt0200358	nm1203083
tt0200358	nm0585011
tt0200358	nm0786006
tt0200358	nm0122541
tt0200358	nm1215605
tt0200358	nm0103905
tt0200358	nm0520535
tt0200358	nm0588664
tt0200358	nm1583628
tt0200358	nm0700796
tt0200358	nm0843051
tt0200358	nm0942727
tt0200358	nm2225550
tt0200358	nm0765856
tt0200358	nm1583624
tt0200358	nm0170113
tt0200358	nm0796281
tt0200358	nm1533398
tt0200358	nm4111242
tt0200358	nm0307559
tt0200358	nm0225085
tt0200358	nm3948688
tt0200358	nm0068135
tt0200358	nm0085985
tt0200358	nm0002206
tt0200358	nm0852279
tt0200358	nm0291201
tt0200358	nm0923675
tt0200358	nm1187874
tt0200358	nm0223265
tt0200358	nm2930451
tt0200358	nm2302156
tt0200358	nm0521730
tt0200358	nm0249316
tt0200358	nm0576282
tt0200358	nm1244526
tt0200358	nm0099474
tt0200358	nm2195517
tt0200358	nm0817811
tt0200358	nm1114237
tt0200358	nm0711268
tt0200358	nm5614193
tt0200358	nm1310971
tt0200358	nm0387700
tt0200358	nm0338583
tt0200358	nm6879622
tt0200358	nm0955195
tt0200358	nm2039567
tt0200358	nm0705535
tt0200358	nm1749015
tt0212698	nm0264239
tt0212698	nm0707597
tt0212698	nm0386482
tt0212698	nm0725880
tt0212698	nm0331290
tt0212698	nm0254559
tt0212698	nm0732306
tt0212698	nm0334273
tt0212698	nm2531096
tt0212698	nm0805444
tt0212698	nm0148115
tt0212698	nm0418986
tt0212698	nm0272742
tt0212698	nm0802375
tt0212698	nm0058096
tt0212698	nm0233177
tt0212698	nm0129469
tt0212698	nm0108707
tt0212698	nm0420949
tt0212698	nm1438845
tt0212698	nm0142056
tt0212698	nm0241017
tt0212698	nm0371601
tt0212698	nm0170934
tt0212698	nm0693339
tt0212698	nm0534365
tt0212698	nm0358759
tt0212698	nm0365013
tt0212698	nm0936358
tt0212698	nm0602454
tt0212698	nm0582146
